,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,score
1637,0.8,0,0.1,6,1,100,1.0,10,0.5,0.3447844401368827
199,0.6,0,0.1,6,5,100,0.0,1,0.4,0.34477838505620567
194,0.6,0,0.1,6,3,100,1.0,1,0.5,0.34472476591829987
176,0.6,0,0.1,6,1,100,1.0,1,0.5,0.34464964182788255
168,0.6,0,0.1,6,1,100,0.1,1,0.3,0.34453001476723777
169,0.6,0,0.1,6,1,100,0.1,1,0.4,0.34448424189877214
1624,0.8,0,0.1,6,1,100,0.0,10,0.4,0.3444449252121996
174,0.6,0,0.1,6,1,100,1.0,1,0.3,0.3444033813344781
192,0.6,0,0.1,6,3,100,1.0,1,0.3,0.34433827068574524
212,0.6,0,0.1,6,5,100,1.0,1,0.5,0.3443066213302671
175,0.6,0,0.1,6,1,100,1.0,1,0.4,0.34415930479003387
1661,0.8,0,0.1,6,5,100,0.0,10,0.5,0.3439603030950488
1630,0.8,0,0.1,6,1,100,0.1,10,0.4,0.3437634090799774
187,0.6,0,0.1,6,3,100,0.1,1,0.4,0.3437474561350723
211,0.6,0,0.1,6,5,100,1.0,1,0.4,0.3436982071197795
1636,0.8,0,0.1,6,1,100,1.0,10,0.4,0.34361713164715696
1671,0.8,0,0.1,6,5,100,1.0,10,0.3,0.3435399898861565
1660,0.8,0,0.1,6,5,100,0.0,10,0.4,0.3433336038607801
205,0.6,0,0.1,6,5,100,0.1,1,0.4,0.34326051871820457
181,0.6,0,0.1,6,3,100,0.0,1,0.4,0.3431474712712731
1642,0.8,0,0.1,6,3,100,0.0,10,0.4,0.3430681808629209
1667,0.8,0,0.1,6,5,100,0.1,10,0.5,0.3427097415919074
1653,0.8,0,0.1,6,3,100,1.0,10,0.3,0.34212686010069937
1635,0.8,0,0.1,6,1,100,1.0,10,0.3,0.34211780041332246
1666,0.8,0,0.1,6,5,100,0.1,10,0.4,0.34206288826549414
167,0.6,0,0.1,6,1,100,0.0,10,0.5,0.34153751499285223
215,0.6,0,0.1,6,5,100,1.0,10,0.5,0.34140843444345903
203,0.6,0,0.1,6,5,100,0.0,10,0.5,0.3410468985472598
165,0.6,0,0.1,6,1,100,0.0,10,0.3,0.34088455447088817
179,0.6,0,0.1,6,1,100,1.0,10,0.5,0.3407649436786586
197,0.6,0,0.1,6,3,100,1.0,10,0.5,0.3405519554281405
191,0.6,0,0.1,6,3,100,0.1,10,0.5,0.3403269783412551
173,0.6,0,0.1,6,1,100,0.1,10,0.5,0.34008647509340045
172,0.6,0,0.1,6,1,100,0.1,10,0.4,0.3397627540163442
190,0.6,0,0.1,6,3,100,0.1,10,0.4,0.3397447249817239
185,0.6,0,0.1,6,3,100,0.0,10,0.5,0.33962454128405495
183,0.6,0,0.1,6,3,100,0.0,10,0.3,0.3395776851009017
214,0.6,0,0.1,6,5,100,1.0,10,0.4,0.3394734511402716
184,0.6,0,0.1,6,3,100,0.0,10,0.4,0.3393859943792831
201,0.6,0,0.1,6,5,100,0.0,10,0.3,0.3392225917614385
178,0.6,0,0.1,6,1,100,1.0,10,0.4,0.3389178538485257
209,0.6,0,0.1,6,5,100,0.1,10,0.5,0.3386254759806756
189,0.6,0,0.1,6,3,100,0.1,10,0.3,0.33835540928158736
166,0.6,0,0.1,6,1,100,0.0,10,0.4,0.3381548076300991
202,0.6,0,0.1,6,5,100,0.0,10,0.4,0.3381061116907047
177,0.6,0,0.1,6,1,100,1.0,10,0.3,0.3380538917254648
207,0.6,0,0.1,6,5,100,0.1,10,0.3,0.33784821586056946
196,0.6,0,0.1,6,3,100,1.0,10,0.4,0.33768504955251366
195,0.6,0,0.1,6,3,100,1.0,10,0.3,0.3376656741100776
171,0.6,0,0.1,6,1,100,0.1,10,0.3,0.3371654105970997
213,0.6,0,0.1,6,5,100,1.0,10,0.3,0.3371584660592365
208,0.6,0,0.1,6,5,100,0.1,10,0.4,0.33684073048743945
3770,1.0,1,0.2,6,5,100,0.1,1,0.5,0.3175754490712615
3752,1.0,1,0.2,6,3,100,0.1,1,0.5,0.3152069591180379
3728,1.0,1,0.2,6,1,100,0.0,1,0.5,0.3111553262352006
3734,1.0,1,0.2,6,1,100,0.1,1,0.5,0.31110450199650674
3746,1.0,1,0.2,6,3,100,0.0,1,0.5,0.3094270816545804
3764,1.0,1,0.2,6,5,100,0.0,1,0.5,0.3094075012670923
3767,1.0,1,0.2,6,5,100,0.0,10,0.5,0.3089976622479944
3758,1.0,1,0.2,6,3,100,1.0,1,0.5,0.30870590198617415
2276,0.8,1,0.2,6,1,100,0.1,1,0.5,0.3083598623120386
2294,0.8,1,0.2,6,3,100,0.1,1,0.5,0.3083545271953744
3776,1.0,1,0.2,6,5,100,1.0,1,0.5,0.30826118603881325
3740,1.0,1,0.2,6,1,100,1.0,1,0.5,0.30822949126815696
2312,0.8,1,0.2,6,5,100,0.1,1,0.5,0.3080461503184039
3779,1.0,1,0.2,6,5,100,1.0,10,0.5,0.3075516998806127
2270,0.8,1,0.2,6,1,100,0.0,1,0.5,0.30684685722513844
2288,0.8,1,0.2,6,3,100,0.0,1,0.5,0.30684101941660086
2306,0.8,1,0.2,6,5,100,0.0,1,0.5,0.30683375600312207
3761,1.0,1,0.2,6,3,100,1.0,10,0.5,0.3059023898040226
3743,1.0,1,0.2,6,1,100,1.0,10,0.5,0.3059023898040226
3731,1.0,1,0.2,6,1,100,0.0,10,0.5,0.30543889423212695
3749,1.0,1,0.2,6,3,100,0.0,10,0.5,0.30543889423212695
2303,0.8,1,0.2,6,3,100,1.0,10,0.5,0.30478612295336005
2285,0.8,1,0.2,6,1,100,1.0,10,0.5,0.30478612295336005
2291,0.8,1,0.2,6,3,100,0.0,10,0.5,0.3043581821824446
2273,0.8,1,0.2,6,1,100,0.0,10,0.5,0.3043581821824446
2309,0.8,1,0.2,6,5,100,0.0,10,0.5,0.3043559818112215
2297,0.8,1,0.2,6,3,100,0.1,10,0.5,0.3032621320962622
2279,0.8,1,0.2,6,1,100,0.1,10,0.5,0.3032621320962622
2315,0.8,1,0.2,6,5,100,0.1,10,0.5,0.30325715698500505
2300,0.8,1,0.2,6,3,100,1.0,1,0.5,0.3029056911558783
2282,0.8,1,0.2,6,1,100,1.0,1,0.5,0.3029056911558783
2318,0.8,1,0.2,6,5,100,1.0,1,0.5,0.3028977627321871
2321,0.8,1,0.2,6,5,100,1.0,10,0.5,0.30237349174296113
854,0.6,1,0.2,6,5,100,0.1,1,0.5,0.3019792328552858
830,0.6,1,0.2,6,3,100,0.0,1,0.5,0.3012778537376808
812,0.6,1,0.2,6,1,100,0.0,1,0.5,0.3012778537376808
833,0.6,1,0.2,6,3,100,0.0,10,0.5,0.30088628875002194
815,0.6,1,0.2,6,1,100,0.0,10,0.5,0.30088628875002194
851,0.6,1,0.2,6,5,100,0.0,10,0.5,0.3008750451079488
3733,1.0,1,0.2,6,1,100,0.1,1,0.4,0.30085492907025413
848,0.6,1,0.2,6,5,100,0.0,1,0.5,0.300766887987009
824,0.6,1,0.2,6,1,100,1.0,1,0.5,0.3005600601381385
842,0.6,1,0.2,6,3,100,1.0,1,0.5,0.3005600601381385
860,0.6,1,0.2,6,5,100,1.0,1,0.5,0.3005278003853939
3572,1.0,1,0.1,6,1,100,0.1,1,0.5,0.3001069615516988
3590,1.0,1,0.1,6,3,100,0.1,1,0.5,0.3001045282938578
3755,1.0,1,0.2,6,3,100,0.1,10,0.5,0.3000754860074489
3737,1.0,1,0.2,6,1,100,0.1,10,0.5,0.3000754860074489
3773,1.0,1,0.2,6,5,100,0.1,10,0.5,0.3000615253796937
3739,1.0,1,0.2,6,1,100,1.0,1,0.4,0.29964339587169964
3757,1.0,1,0.2,6,3,100,1.0,1,0.4,0.299642683869811
3775,1.0,1,0.2,6,5,100,1.0,1,0.4,0.2996032324327707
3769,1.0,1,0.2,6,5,100,0.1,1,0.4,0.2989880323926509
818,0.6,1,0.2,6,1,100,0.1,1,0.5,0.29896846339896566
836,0.6,1,0.2,6,3,100,0.1,1,0.5,0.29896846339896566
3754,1.0,1,0.2,6,3,100,0.1,10,0.4,0.29886756064565934
3736,1.0,1,0.2,6,1,100,0.1,10,0.4,0.29886756064565934
3772,1.0,1,0.2,6,5,100,0.1,10,0.4,0.29874841594529333
3745,1.0,1,0.2,6,3,100,0.0,1,0.4,0.2983686108474803
3727,1.0,1,0.2,6,1,100,0.0,1,0.4,0.2983657694629304
3566,1.0,1,0.1,6,1,100,0.0,1,0.5,0.29764101967587553
3584,1.0,1,0.1,6,3,100,0.0,1,0.5,0.2976388964177894
3608,1.0,1,0.1,6,5,100,0.1,1,0.5,0.2976172993301499
3751,1.0,1,0.2,6,3,100,0.1,1,0.4,0.29758166614545417
3763,1.0,1,0.2,6,5,100,0.0,1,0.4,0.2974697064173856
3602,1.0,1,0.1,6,5,100,0.0,1,0.5,0.297025063939215
3730,1.0,1,0.2,6,1,100,0.0,10,0.4,0.29517069868818
3748,1.0,1,0.2,6,3,100,0.0,10,0.4,0.29517069868818
827,0.6,1,0.2,6,1,100,1.0,10,0.5,0.29490006337835173
845,0.6,1,0.2,6,3,100,1.0,10,0.5,0.29490006337835173
863,0.6,1,0.2,6,5,100,1.0,10,0.5,0.2948986482437862
3569,1.0,1,0.1,6,1,100,0.0,10,0.5,0.294818226721666
3587,1.0,1,0.1,6,3,100,0.0,10,0.5,0.2948146002846394
3605,1.0,1,0.1,6,5,100,0.0,10,0.5,0.29479703871907426
3578,1.0,1,0.1,6,1,100,1.0,1,0.5,0.29472769833482626
3596,1.0,1,0.1,6,3,100,1.0,1,0.5,0.29471963790097816
821,0.6,1,0.2,6,1,100,0.1,10,0.5,0.29445493519492777
839,0.6,1,0.2,6,3,100,0.1,10,0.5,0.29445493519492777
857,0.6,1,0.2,6,5,100,0.1,10,0.5,0.2944447627435368
3614,1.0,1,0.1,6,5,100,1.0,1,0.5,0.29423355539496854
2305,0.8,1,0.2,6,5,100,0.0,1,0.4,0.29383345017042173
2114,0.8,1,0.1,6,1,100,0.1,1,0.5,0.2937607422015297
2150,0.8,1,0.1,6,5,100,0.1,1,0.5,0.2937372594539295
686,0.6,1,0.1,6,5,100,0.0,1,0.5,0.293731682393412
2132,0.8,1,0.1,6,3,100,0.1,1,0.5,0.2933892828038167
2108,0.8,1,0.1,6,1,100,0.0,1,0.5,0.29238001063584174
650,0.6,1,0.1,6,1,100,0.0,1,0.5,0.29230952695584966
668,0.6,1,0.1,6,3,100,0.0,1,0.5,0.2923054526967873
3766,1.0,1,0.2,6,5,100,0.0,10,0.4,0.2914591084033976
2126,0.8,1,0.1,6,3,100,0.0,1,0.5,0.29109180309193255
2311,0.8,1,0.2,6,5,100,0.1,1,0.4,0.2907773666701295
2269,0.8,1,0.2,6,1,100,0.0,1,0.4,0.29062539522884523
2287,0.8,1,0.2,6,3,100,0.0,1,0.4,0.29061854907641765
3575,1.0,1,0.1,6,1,100,0.1,10,0.5,0.29050903673387174
3593,1.0,1,0.1,6,3,100,0.1,10,0.5,0.29050903673387174
3611,1.0,1,0.1,6,5,100,0.1,10,0.5,0.29049632943015213
2144,0.8,1,0.1,6,5,100,0.0,1,0.5,0.2900011265054128
3581,1.0,1,0.1,6,1,100,1.0,10,0.5,0.2892490280911783
3599,1.0,1,0.1,6,3,100,1.0,10,0.5,0.2892477166625879
3617,1.0,1,0.1,6,5,100,1.0,10,0.5,0.2892368549366203
2275,0.8,1,0.2,6,1,100,0.1,1,0.4,0.289106124130796
2293,0.8,1,0.2,6,3,100,0.1,1,0.4,0.289097377301204
2290,0.8,1,0.2,6,3,100,0.0,10,0.4,0.2883563948592913
2272,0.8,1,0.2,6,1,100,0.0,10,0.4,0.2883563948592913
2308,0.8,1,0.2,6,5,100,0.0,10,0.4,0.2883507769957554
2284,0.8,1,0.2,6,1,100,1.0,10,0.4,0.28800336228207835
2302,0.8,1,0.2,6,3,100,1.0,10,0.4,0.28800336228207835
2320,0.8,1,0.2,6,5,100,1.0,10,0.4,0.28800336228207835
674,0.6,1,0.1,6,3,100,0.1,1,0.5,0.2877961118407755
656,0.6,1,0.1,6,1,100,0.1,1,0.5,0.2877961118407755
3760,1.0,1,0.2,6,3,100,1.0,10,0.4,0.28742599384838596
3742,1.0,1,0.2,6,1,100,1.0,10,0.4,0.28742599384838596
3778,1.0,1,0.2,6,5,100,1.0,10,0.4,0.28742156653834283
2117,0.8,1,0.1,6,1,100,0.1,10,0.5,0.2871412201359306
2135,0.8,1,0.1,6,3,100,0.1,10,0.5,0.28713928691375723
3583,1.0,1,0.1,6,3,100,0.0,1,0.4,0.28710128341631264
2153,0.8,1,0.1,6,5,100,0.1,10,0.5,0.2870565491984375
2111,0.8,1,0.1,6,1,100,0.0,10,0.5,0.2867749682644344
2129,0.8,1,0.1,6,3,100,0.0,10,0.5,0.2867732520224263
2147,0.8,1,0.1,6,5,100,0.0,10,0.5,0.2867624156026861
692,0.6,1,0.1,6,5,100,0.1,1,0.5,0.2866279119670822
817,0.6,1,0.2,6,1,100,0.1,1,0.4,0.28651623111580254
835,0.6,1,0.2,6,3,100,0.1,1,0.4,0.28650455372610145
853,0.6,1,0.2,6,5,100,0.1,1,0.4,0.2863627038417895
2281,0.8,1,0.2,6,1,100,1.0,1,0.4,0.2863578017952304
2299,0.8,1,0.2,6,3,100,1.0,1,0.4,0.2863578017952304
2156,0.8,1,0.1,6,5,100,1.0,1,0.5,0.28630806814460136
3565,1.0,1,0.1,6,1,100,0.0,1,0.4,0.2862777425772377
2317,0.8,1,0.2,6,5,100,1.0,1,0.4,0.2860197110780887
680,0.6,1,0.1,6,3,100,1.0,1,0.5,0.28579491743717556
662,0.6,1,0.1,6,1,100,1.0,1,0.5,0.28579491743717556
3589,1.0,1,0.1,6,3,100,0.1,1,0.4,0.2856822520507194
3571,1.0,1,0.1,6,1,100,0.1,1,0.4,0.28566847014402985
2138,0.8,1,0.1,6,3,100,1.0,1,0.5,0.28562561532375225
2120,0.8,1,0.1,6,1,100,1.0,1,0.5,0.28562561532375225
3601,1.0,1,0.1,6,5,100,0.0,1,0.4,0.2855833522488055
811,0.6,1,0.2,6,1,100,0.0,1,0.4,0.28505103398987286
829,0.6,1,0.2,6,3,100,0.0,1,0.4,0.28503870366640377
677,0.6,1,0.1,6,3,100,0.1,10,0.5,0.2850009368000573
659,0.6,1,0.1,6,1,100,0.1,10,0.5,0.2850009368000573
847,0.6,1,0.2,6,5,100,0.0,1,0.4,0.28480880874343834
671,0.6,1,0.1,6,3,100,0.0,10,0.5,0.28454223933696127
653,0.6,1,0.1,6,1,100,0.0,10,0.5,0.28454223933696127
698,0.6,1,0.1,6,5,100,1.0,1,0.5,0.28433300626454705
2123,0.8,1,0.1,6,1,100,1.0,10,0.5,0.28428150176383615
2141,0.8,1,0.1,6,3,100,1.0,10,0.5,0.28428150176383615
850,0.6,1,0.2,6,5,100,0.0,10,0.4,0.2842782748408614
695,0.6,1,0.1,6,5,100,0.1,10,0.5,0.2840926896443424
2159,0.8,1,0.1,6,5,100,1.0,10,0.5,0.2839102424936889
814,0.6,1,0.2,6,1,100,0.0,10,0.4,0.2835235044369189
832,0.6,1,0.2,6,3,100,0.0,10,0.4,0.2835235044369189
3607,1.0,1,0.1,6,5,100,0.1,1,0.4,0.28348018223363747
689,0.6,1,0.1,6,5,100,0.0,10,0.5,0.28265477588488086
859,0.6,1,0.2,6,5,100,1.0,1,0.4,0.28253259452541357
2278,0.8,1,0.2,6,1,100,0.1,10,0.4,0.28222892235593144
2296,0.8,1,0.2,6,3,100,0.1,10,0.4,0.28222892235593144
2314,0.8,1,0.2,6,5,100,0.1,10,0.4,0.28222892235593144
3592,1.0,1,0.1,6,3,100,0.1,10,0.4,0.28152578643159387
3574,1.0,1,0.1,6,1,100,0.1,10,0.4,0.28152578643159387
823,0.6,1,0.2,6,1,100,1.0,1,0.4,0.28131612636475617
841,0.6,1,0.2,6,3,100,1.0,1,0.4,0.28131612636475617
862,0.6,1,0.2,6,5,100,1.0,10,0.4,0.279863690571994
844,0.6,1,0.2,6,3,100,1.0,10,0.4,0.279863690571994
826,0.6,1,0.2,6,1,100,1.0,10,0.4,0.279863690571994
2125,0.8,1,0.1,6,3,100,0.0,1,0.4,0.2798113399197725
2107,0.8,1,0.1,6,1,100,0.0,1,0.4,0.2798099661095546
3610,1.0,1,0.1,6,5,100,0.1,10,0.4,0.27964311053135094
2113,0.8,1,0.1,6,1,100,0.1,1,0.4,0.27952125855869203
2131,0.8,1,0.1,6,3,100,0.1,1,0.4,0.27950101901374325
3604,1.0,1,0.1,6,5,100,0.0,10,0.4,0.27950086076697844
2149,0.8,1,0.1,6,5,100,0.1,1,0.4,0.2794955470539427
3577,1.0,1,0.1,6,1,100,1.0,1,0.4,0.2793194493276282
3595,1.0,1,0.1,6,3,100,1.0,1,0.4,0.2793194493276282
3613,1.0,1,0.1,6,5,100,1.0,1,0.4,0.27928645241232236
856,0.6,1,0.2,6,5,100,0.1,10,0.4,0.2791542203689291
3568,1.0,1,0.1,6,1,100,0.0,10,0.4,0.2790217420698068
3586,1.0,1,0.1,6,3,100,0.0,10,0.4,0.2790217420698068
2143,0.8,1,0.1,6,5,100,0.0,1,0.4,0.2788610036930879
3726,1.0,1,0.2,6,1,100,0.0,1,0.3,0.27884541702529814
2917,1.0,0,0.05,6,1,100,0.0,1,0.4,0.278706909977236
838,0.6,1,0.2,6,3,100,0.1,10,0.4,0.27867724369371577
820,0.6,1,0.2,6,1,100,0.1,10,0.4,0.27867724369371577
3744,1.0,1,0.2,6,3,100,0.0,1,0.3,0.27833266966648323
3732,1.0,1,0.2,6,1,100,0.1,1,0.3,0.2782265572058905
2941,1.0,0,0.05,6,3,100,0.1,1,0.4,0.2781418402427799
2922,1.0,0,0.05,6,1,100,0.1,1,0.3,0.2779072118416354
2942,1.0,0,0.05,6,3,100,0.1,1,0.5,0.2778220746803045
2953,1.0,0,0.05,6,5,100,0.0,1,0.4,0.27743768019054327
3750,1.0,1,0.2,6,3,100,0.1,1,0.3,0.27734664709262286
2959,1.0,0,0.05,6,5,100,0.1,1,0.4,0.2771077997349576
2924,1.0,0,0.05,6,1,100,0.1,1,0.5,0.2769674204034297
3768,1.0,1,0.2,6,5,100,0.1,1,0.3,0.27681232457175275
2954,1.0,0,0.05,6,5,100,0.0,1,0.5,0.27679460430183866
2960,1.0,0,0.05,6,5,100,0.1,1,0.5,0.2767836263897744
2935,1.0,0,0.05,6,3,100,0.0,1,0.4,0.2767277759526583
2952,1.0,0,0.05,6,5,100,0.0,1,0.3,0.27662952148205366
665,0.6,1,0.1,6,1,100,1.0,10,0.5,0.27660821750544506
683,0.6,1,0.1,6,3,100,1.0,10,0.5,0.27660821750544506
2923,1.0,0,0.05,6,1,100,0.1,1,0.4,0.2765548343535017
2966,1.0,0,0.05,6,5,100,1.0,1,0.5,0.2765359413998955
2928,1.0,0,0.05,6,1,100,1.0,1,0.3,0.27648562705355806
2948,1.0,0,0.05,6,3,100,1.0,1,0.5,0.2764052868016472
2916,1.0,0,0.05,6,1,100,0.0,1,0.3,0.2764034287782901
2958,1.0,0,0.05,6,5,100,0.1,1,0.3,0.27630903033117277
2929,1.0,0,0.05,6,1,100,1.0,1,0.4,0.2763079867610944
3598,1.0,1,0.1,6,3,100,1.0,10,0.4,0.2762747288220214
3616,1.0,1,0.1,6,5,100,1.0,10,0.4,0.2762747288220214
3580,1.0,1,0.1,6,1,100,1.0,10,0.4,0.2762747288220214
2119,0.8,1,0.1,6,1,100,1.0,1,0.4,0.2762737038730652
2137,0.8,1,0.1,6,3,100,1.0,1,0.4,0.2762708304455913
2155,0.8,1,0.1,6,5,100,1.0,1,0.4,0.27626867530290655
2940,1.0,0,0.05,6,3,100,0.1,1,0.3,0.2761444519590865
2930,1.0,0,0.05,6,1,100,1.0,1,0.5,0.27609011884703144
2934,1.0,0,0.05,6,3,100,0.0,1,0.3,0.2760524505492345
2292,0.8,1,0.2,6,3,100,0.1,1,0.3,0.27598638543271126
3762,1.0,1,0.2,6,5,100,0.0,1,0.3,0.2758829973641557
2936,1.0,0,0.05,6,3,100,0.0,1,0.5,0.2756829194923803
2965,1.0,0,0.05,6,5,100,1.0,1,0.4,0.27559637392650493
2310,0.8,1,0.2,6,5,100,0.1,1,0.3,0.27547922123405383
2947,1.0,0,0.05,6,3,100,1.0,1,0.4,0.27527186373655493
2946,1.0,0,0.05,6,3,100,1.0,1,0.3,0.27521140197819327
701,0.6,1,0.1,6,5,100,1.0,10,0.5,0.27521002304816955
2964,1.0,0,0.05,6,5,100,1.0,1,0.3,0.2750650528590777
2918,1.0,0,0.05,6,1,100,0.0,1,0.5,0.27488638250185177
3774,1.0,1,0.2,6,5,100,1.0,1,0.3,0.27478271954020894
2926,1.0,0,0.05,6,1,100,0.1,10,0.4,0.2746024461364954
1458,0.8,0,0.05,6,1,100,0.0,1,0.3,0.274120645005564
2152,0.8,1,0.1,6,5,100,0.1,10,0.4,0.2741191935246905
2134,0.8,1,0.1,6,3,100,0.1,10,0.4,0.27411754631061436
2116,0.8,1,0.1,6,1,100,0.1,10,0.4,0.27411754631061436
2140,0.8,1,0.1,6,3,100,1.0,10,0.4,0.27411678478946727
2158,0.8,1,0.1,6,5,100,1.0,10,0.4,0.27411678478946727
2122,0.8,1,0.1,6,1,100,1.0,10,0.4,0.27411678478946727
1483,0.8,0,0.05,6,3,100,0.1,1,0.4,0.27402539962753575
2274,0.8,1,0.2,6,1,100,0.1,1,0.3,0.2739823077620761
685,0.6,1,0.1,6,5,100,0.0,1,0.4,0.2739415329482638
649,0.6,1,0.1,6,1,100,0.0,1,0.4,0.27384118171842264
667,0.6,1,0.1,6,3,100,0.0,1,0.4,0.2738375816761084
2944,1.0,0,0.05,6,3,100,0.1,10,0.4,0.2736085366190819
1478,0.8,0,0.05,6,3,100,0.0,1,0.5,0.2732151064283011
3738,1.0,1,0.2,6,1,100,1.0,1,0.3,0.27310371975719405
3756,1.0,1,0.2,6,3,100,1.0,1,0.3,0.27310371975719405
2963,1.0,0,0.05,6,5,100,0.1,10,0.5,0.2730649950288597
2950,1.0,0,0.05,6,3,100,1.0,10,0.4,0.27298083732740797
2939,1.0,0,0.05,6,3,100,0.0,10,0.5,0.27297276749383137
1500,0.8,0,0.05,6,5,100,0.1,1,0.3,0.2729229095059482
2927,1.0,0,0.05,6,1,100,0.1,10,0.5,0.2728948780683694
2933,1.0,0,0.05,6,1,100,1.0,10,0.5,0.27288786920006547
2919,1.0,0,0.05,6,1,100,0.0,10,0.3,0.2728863973850942
1508,0.8,0,0.05,6,5,100,1.0,1,0.5,0.27288352428492957
1465,0.8,0,0.05,6,1,100,0.1,1,0.4,0.27284632967032163
1460,0.8,0,0.05,6,1,100,0.0,1,0.5,0.2728141099173985
679,0.6,1,0.1,6,3,100,1.0,1,0.4,0.27279626369252524
661,0.6,1,0.1,6,1,100,1.0,1,0.4,0.27279626369252524
2945,1.0,0,0.05,6,3,100,0.1,10,0.5,0.2727475384049083
2955,1.0,0,0.05,6,5,100,0.0,10,0.3,0.2727062466566815
1494,0.8,0,0.05,6,5,100,0.0,1,0.3,0.27268490604159623
2969,1.0,0,0.05,6,5,100,1.0,10,0.5,0.2726610221552839
1464,0.8,0,0.05,6,1,100,0.1,1,0.3,0.27261431955335674
2951,1.0,0,0.05,6,3,100,1.0,10,0.5,0.2725714014315402
1484,0.8,0,0.05,6,3,100,0.1,1,0.5,0.27256681302614305
3422,1.0,1,0.05,6,3,100,0.0,1,0.5,0.2725072581826654
1501,0.8,0,0.05,6,5,100,0.1,1,0.4,0.2724991339385747
2146,0.8,1,0.1,6,5,100,0.0,10,0.4,0.2724808398737224
2128,0.8,1,0.1,6,3,100,0.0,10,0.4,0.2724772946410511
2110,0.8,1,0.1,6,1,100,0.0,10,0.4,0.2724772946410511
1477,0.8,0,0.05,6,3,100,0.0,1,0.4,0.27247018710079046
2938,1.0,0,0.05,6,3,100,0.0,10,0.4,0.27238715873239683
2961,1.0,0,0.05,6,5,100,0.1,10,0.3,0.2723659842559189
1482,0.8,0,0.05,6,3,100,0.1,1,0.3,0.2723117816871791
1459,0.8,0,0.05,6,1,100,0.0,1,0.4,0.27231065312007247
697,0.6,1,0.1,6,5,100,1.0,1,0.4,0.2722392602817211
1466,0.8,0,0.05,6,1,100,0.1,1,0.5,0.27221821654458833
2920,1.0,0,0.05,6,1,100,0.0,10,0.4,0.2721975139120324
1476,0.8,0,0.05,6,3,100,0.0,1,0.3,0.2721740496884613
3404,1.0,1,0.05,6,1,100,0.0,1,0.5,0.2721514236038956
3410,1.0,1,0.05,6,1,100,0.1,1,0.5,0.272144832255253
3428,1.0,1,0.05,6,3,100,0.1,1,0.5,0.27214111540764846
2937,1.0,0,0.05,6,3,100,0.0,10,0.3,0.2721362287421729
3440,1.0,1,0.05,6,5,100,0.0,1,0.5,0.272131679667836
1507,0.8,0,0.05,6,5,100,1.0,1,0.4,0.2720582535415703
2921,1.0,0,0.05,6,1,100,0.0,10,0.5,0.2720553272905702
2925,1.0,0,0.05,6,1,100,0.1,10,0.3,0.27203686479723954
3446,1.0,1,0.05,6,5,100,0.1,1,0.5,0.2720187982312775
1496,0.8,0,0.05,6,5,100,0.0,1,0.5,0.2720014344466356
2957,1.0,0,0.05,6,5,100,0.0,10,0.5,0.2719943621444901
2962,1.0,0,0.05,6,5,100,0.1,10,0.4,0.27182481755487115
2943,1.0,0,0.05,6,3,100,0.1,10,0.3,0.27179799476838784
1495,0.8,0,0.05,6,5,100,0.0,1,0.4,0.27176901900023565
2968,1.0,0,0.05,6,5,100,1.0,10,0.4,0.2717103047701086
2932,1.0,0,0.05,6,1,100,1.0,10,0.4,0.27168536485201317
1470,0.8,0,0.05,6,1,100,1.0,1,0.3,0.2716687641878409
1471,0.8,0,0.05,6,1,100,1.0,1,0.4,0.27161734724198816
2956,1.0,0,0.05,6,5,100,0.0,10,0.4,0.27157956010896095
1502,0.8,0,0.05,6,5,100,0.1,1,0.5,0.27153925824417147
655,0.6,1,0.1,6,1,100,0.1,1,0.4,0.27139585032607094
673,0.6,1,0.1,6,3,100,0.1,1,0.4,0.2713940125344291
691,0.6,1,0.1,6,5,100,0.1,1,0.4,0.27136037976575367
1489,0.8,0,0.05,6,3,100,1.0,1,0.4,0.27125839798426155
1472,0.8,0,0.05,6,1,100,1.0,1,0.5,0.27118446719374
1490,0.8,0,0.05,6,3,100,1.0,1,0.5,0.2711495090537701
1488,0.8,0,0.05,6,3,100,1.0,1,0.3,0.27110557201621344
1506,0.8,0,0.05,6,5,100,1.0,1,0.3,0.2710555908758073
2949,1.0,0,0.05,6,3,100,1.0,10,0.3,0.2709568265006706
3735,1.0,1,0.2,6,1,100,0.1,10,0.3,0.2708638486585925
3771,1.0,1,0.2,6,5,100,0.1,10,0.3,0.2708523361055767
3753,1.0,1,0.2,6,3,100,0.1,10,0.3,0.2708523361055767
2931,1.0,0,0.05,6,1,100,1.0,10,0.3,0.2707283896825943
3439,1.0,1,0.05,6,5,100,0.0,1,0.4,0.2706133471731622
688,0.6,1,0.1,6,5,100,0.0,10,0.4,0.2705865142323372
3421,1.0,1,0.05,6,3,100,0.0,1,0.4,0.2703892281754815
3416,1.0,1,0.05,6,1,100,1.0,1,0.5,0.2703631284239122
3403,1.0,1,0.05,6,1,100,0.0,1,0.4,0.2701792075820332
3434,1.0,1,0.05,6,3,100,1.0,1,0.5,0.27013394876797703
3452,1.0,1,0.05,6,5,100,1.0,1,0.5,0.27011532477953637
670,0.6,1,0.1,6,3,100,0.0,10,0.4,0.2699286015615584
652,0.6,1,0.1,6,1,100,0.0,10,0.4,0.2699286015615584
1499,0.8,0,0.05,6,5,100,0.0,10,0.5,0.26987310238009465
